中	a
挑衅	oppm
插入	oppn
捣乱	oppo
身后	oppp
招待所	oppp
抵御	oppr
履行	oppr
执行	oppr
扳	oppy
饭	oppy
热切	opqd
热气	opqp
托	opqt
身份	oprb
托付	oprc
挑剔	oprd
执照	oprd
热量	oprh
碉堡	oprk
身体	oprm
屦	oprn
屣	oprr
履	oprw
抵偿	oprx
屐	opry
热流	opse
热水	opsg
热泪	opsm
热潮	opso
手法	opst
执法	opst
热能	opsu
势能	opsu
热源	opsv
抵消	opsx
食盐	opta
食用	opua
手脚	oput
手腕	opux
热轧	opvg
手感	opvh
履历	opvl
热压	opvt
插条	opwh
手球	opwh
岌	opwn
播发	opwp
砾	opwx
热心	opxd
身心	opxd
手心	opxd
属实	opxd
食性	opxf
属性	opxf
热情	opxh
热忱	opxt
食堂	opxt
手掌	opxt
热诚	opyv
挑起	opzj
垫子	opzw
身子	opzw
砌	oq
饮料	oqbm
朝气蓬勃	oqco
砌	oqdh
有气无力	oqel
饩	oqgg
饮	oqgn
砍	oqhn
饮食	oqop
砍伐	oqrg
饮水	oqsg
喜气洋洋	oqss
饮用	oqua
提	or
岬	oraa
神	orad
砷	orah
提督	orah
神采	oram
押	orat
抻	orat
馄	orbb
押送	orbe
提前	orbh
社会公德	orbp
社会关系	orbp
提单	orbr
抡	orbt
提花	orcr
拊	orct
担负	ordb
神色	ordb
神学	ordb
抢夺	ordc
拎	ordd
岭	ordd
馒头	ordd
神态	ordd
神奇	ordh
提包	ords
揭	ordw
岑	ordw
碣	ordw
捻	ordx
捍	orea
提交	oreb
碍	ored
社会主义	ored
提防	oref
南昌市	orej
提高	orek
操作规程	orep
朝阳	orer
抢险	orer
擒	ores
乾隆	orew
馀	orex
撮	orey
提取	orey
捏造	orfa
抢先	orfa
捍卫	orga
抢	orgg
砼	orgh
拽	orgp
朝政	orha
揄	orhd
嵛	orhd
抢救	orhg
硷	orhh
捡	orhh
提炼	orhh
拾	orhk
碍事	orhk
提	orhr
担	orht
提纯	orjh
提纲	orjk
押金	orjp
神经	orjw
操作员	orkb
揭开	orkh
存储器	orkk
担架	orlk
身体力行	orlp
押韵	orlr
提问	ormk
有何特长	ornv
韩	oroa
揭批	orob
十全十美	orob
乾	orog
戟	orog
揭示	oroh
提示	oroh
挫折	oroj
翰	orol
斡	oroo
提拔	oroo
朝	orou
提升	orpc
社会科学	orpd
操作系统	orpj
朝向	orpk
神秘	orpm
朝廷	orpo
担待	orpr
神往	orpr
神气	orqp
抢修	orra
赍	orrb
提供	orrc
挫伤	orrf
朝代	orrh
撮合	orrh
揭晓	orrh
擒拿	orrh
担保	orrk
麴	orrm
神仙	orro
提早	orro
担任	orrp
提货	orrq
提倡	orrr
挫	orrt
提法	orst
馒	orsy
抢劫	orts
捏	ortt
揭露	oruk
朝鲜	oruy
提成	orvg
有偿转让	orvy
提出	orwa
神通	orwd
揭发	orwp
拴	orwt
担心	orxd
揭穿	orxh
神情	orxh
担当	orxi
社会实践	orxk
提案	orxn
提要	orxn
担忧	orxo
按时完成	orxv
提议	oryd
提请	oryh
朝着	orym
神话	oryp
提醒	oryr
神圣	oryt
担子	orzw
禊	osad
雄	osap
饴糖	osbm
峻	osbw
拚	osct
雄蕊	oscx
抬举	osdb
抬头	osdd
祀	osdg
掺	osdp
碜	osdp
抬高	osek
摆动	oses
挨	osfd
款项	osgh
热泪盈眶	osgm
擐	oshi
磲	oshm
泵	oshn
尿素	osht
挨近	osjz
饴	oskg
抬	oskt
雄壮	osla
雄辩	oslo
挨打	osoh
峻岭	osor
祷	ospc
掺杂	ospg
尿	ospn
款待	ospr
揍	osrd
雄伟	osrh
捧	osro
撰	ossb
馔	ossb
捧场	ostg
撰写	osth
指导思想	ostm
摆	osts
摆脱	osub
雄厚	osvr
摆弄	oswc
雄心	osxd
款	osxq
摆设	osyj
挨着	osym
社	ot
拷贝	otba
探	otbm
峙	otca
持	otct
社	otdh
持久	otdn
社交	oteb
探望	oteg
探险	oter
挥动	otes
索取	otey
挥舞	otfc
索引	otga
探求	othg
屠杀	otih
索	otja
挂钩	otjd
持续	otjo
摞	otjt
社员	otkb
挂号	otkh
探听	otkj
探亲	otlh
探矿	otog
砝码	otom
探索	otot
拷	otpg
胡思乱想	otpm
屠	otpr
挂念	otrd
社会	otre
拥军优属	otro
探测	otsb
祛	otsd
砝	otsh
磕	otsm
挂帅	otsp
硅	otth
挂	ottt
挥	otvt
持球	otwh
撂	otwk
挥发	otwp
直截了当	otwx
崽	otxa
勃然	otxd
索性	otxf
探讨	otyc
社论	otyr
硅酸	otys
孛	otza
勃	otzl
鹁	otzn
有	ou
有些	ouab
有点	ouah
拥	ouat
攉	ouat
有的	oubd
有关	oube
有益	oubh
有数	oubm
按需分配	ouby
有若	ouco
有色	oudb
有为	oudl
有效	oueb
有限	ouei
郁	ouep
有功	ougl
有事	ouhk
有错	oujc
有钱	ouje
有线	ouje
有力	oulg
有意	oulr
有机	oumj
郁闷	oumx
有如	ounk
拥抱	ouod
拥护	ouod
拥有	ouou
拥挤	ouow
有	ouph
有利	oupm
有种	oupm
有所	oupp
有待	oupr
有时	ourc
有余	oure
撸	ourt
崩溃	ousk
崩塌	outr
擂	outt
崩	ouua
有用	ouua
硼	ouuh
有成	ouvg
有理	ouwr
有心	ouxd
有家	ouxh
有名	ouxk
有害	ouxs
有着	ouym
有趣	ouze
碱	ov
撅	ovbq
振荡	ovcs
振兴	ovdb
振奋	ovdt
岸	ovea
振	oven
振动	oves
碱度	ovgc
蚀	ovgd
扼	ovgg
砗	ovha
碱	ovhd
崴	ovhd
砺	ovhg
打成一片	ovhp
撼	ovhx
扼杀	ovih
崭	ovja
振幅	ovjh
崭新	ovlh
岸边	ovlz
扬长避短	ovof
振作	ovrf
崖	ovtt
捱	ovtt
碱性	ovxf
扼要	ovxn
峰	ow
嵋	owam
础	owao
屈	owao
拙	owao
揆	owdd
嶝	owdd
磴	owdd
抒	owdg
揉	owdm
捅	owdo
抉	owdt
碌	owen
禄	owen
扭动	owes
撖	owew
喜出望外	owex
扭矩	owfd
牛皮	owgp
抿	owhg
岷	owhg
拯救	owhg
尸	owhp
牛顿	owhw
层出不穷	owhx
扭曲	owkc
硌	owkh
拨号	owkh
擢	owla
摺	owlb
牛马	owmw
牛奶	owng
揉捻	owor
拨款	owos
有条有理	owow
抉择	owoy
挤	owpa
拨	owpd
尸体	owrm
峰	owsa
拯	owsh
拗	owsl
牛	owtt
扭	owtt
屈服	owue
扭转	owve
屈辱	owve
挤压	owvt
掼	owwb
拨弄	owwc
掾	owwn
抒发	owwp
拶	owwx
抒情	owxh
岁	oxad
抄送	oxbe
砣	oxbh
砂糖	oxbm
岁数	oxbm
崇敬	oxcd
挖苦	oxco
按期	oxcs
刿	oxda
南宁市	oxej
擦亮	oxek
崇高	oxek
摈除	oxer
摈弃	oxes
控告	oxfa
控制	oxfh
崆	oxga
石家庄市	oxge
控	oxgt
挖	oxgt
石家庄	oxgt
按下	oxha
矽	oxhd
拧	oxhg
硒	oxhh
揎	oxhh
碹	oxhh
磔	oxhm
碇	oxhr
挡	oxit
撺	oxka
挡路	oxka
撇开	oxkh
躺	oxkk
提心吊胆	oxku
撇	oxkw
砂浆	oxla
抄本	oxmh
挡板	oxmp
崾	oxna
按	oxnt
崇	oxoa
崇祯	oxoa
抄报	oxoe
抄袭	oxog
擦拭	oxoh
峭壁	oxok
挖掘	oxoo
摈	oxpb
镔	oxpb
崇拜	oxpe
砂	oxph
研究所	oxpp
抄	oxpt
按时	oxrc
按照	oxrd
撑住	oxre
擦伤	oxrf
身心健康	oxrg
硝化	oxrq
山穷水尽	oxso
推心置腹	oxsu
崇洋	oxsy
抄写	oxth
砂土	oxth
撑	oxto
峭	oxua
硝	oxuh
屑	oxup
岁月	oxup
手忙脚乱	oxup
捎	oxut
砂轮	oxvr
挖出	oxwa
抄录	oxwe
馆	oxwh
碗	oxxg
研究室	oxxh
崇尚	oxxk
擦	oxxo
山西省	oxxp
控诉	oxyj
硝酸	oxys
支	oy
支点	oyah
支	oyan
摊	oyat
友爱	oyat
祥	oyda
搔	oydv
择	oyea
峄	oyea
磋商	oyeb
支队	oyer
嵯	oyga
磋	oygh
翅	oygl
搓	oygt
支部	oylk
支架	oylk
支柱	oyme
友好	oynz
支援	oyoa
献计献策	oyoa
尽善尽美	oyob
支持	oyot
支撑	oyox
支委	oypm
友	oypn
支付	oyrc
友人	oyrp
支流	oyse
摊派	oysp
支农	oyti
翅膀	oyue
支出	oywa
支书	oywg
馐	oywt
友情	oyxh
支票	oyxo
支配	oyyj
搡	oyym
磉	oyym
友谊	oyyx
掇	oyyy
羼	oyyy
孱	ozzz
段	pa
川	paa
顺	paab
片断	pabm
段落	pacs
延期	pacs
兵变	paea
盥	paem
丘陵	paet
片刻	paew
丘	pag
兵	pagb
乓	pagd
邱	page
岳	pago
乒	pagp
顺序	pagw
牍	pahd
待业青年	pahf
自上而下	pahh
牒	pahm
牌	paho
版面	pahp
片面	pahp
千篇一律	pahp
版画	paht
片	pahw
版	pahy
延缓	paja
顺风	paji
延续	pajo
顺口	paka
顺路	paka
兵团	pakh
牌号	pakh
兵器	pakk
版图	pakw
兵力	palg
顺次	palq
版本	pamh
版权	pamy
兵权	pamy
延迟	paod
顺手	paop
片段	papa
乒乓	papa
兵种	papm
顺利	papm
兵役	papr
顺便	parh
顺从	parr
延伸	parr
川江	pasg
顺治	pass
段	pasy
延长	pavp
顺当	paxi
延安	paxn
延误	payk
顺着	paym
延	paz
牌子	pazw
片子	pazw
翻	pb
番茄	pbcl
翻动	pbes
释放	pbfw
乎	pbhg
翻阅	pbmb
鄱	pbme
釉	pbmh
翻	pbml
释	pbmo
番	pbmt
悉	pbmx
翻身	pbop
翻印	pbpg
翻滚	pbse
翻腾	pbub
翻转	pbve
自尊心	pbxd
翻案	pbxn
翻译	pbyy
升	pc
升	pca
升学	pcdb
升高	pcek
升降	pcew
反过来说	pchy
升级	pcjp
后勤部	pclk
乔	pd
科学管理	pdaw
科学分析	pdbm
貊	pddb
貔	pddb
豹	pddd
貘	pddd
貌	pdde
貉	pddk
貂	pddk
貅	pddm
豺	pddp
豸	pddp
邈	pddz
科学院	pdex
留学生	pdft
自负盈亏	pdge
迎刃而解	pdhd
千头万绪	pdhj
乔木	pdmh
夭	pdn
岙	pdo
行之有效	pdoe
科学技术	pdom
垂头丧气	pdoq
科学研究	pdox
乔	pdpa
昏头昏脑	pdpu
豺狼	pdqd
乏	pdwn
科学家	pdxh
豹子	pdzw
看	pe
看上	peah
瓜熟蒂落	pecc
看过	pecz
看望	peeg
拜年	pefh
翻天复地	peft
看病	pegl
看来	pehb
千变万化	pehr
看到	pehs
看中	peka
看见	pekp
自动检索	pemo
自动检测	pems
看护	peod
自动控制	peof
看看	pepe
看重	peph
看	pepm
拜	pepo
掰	pepo
搿	pepo
看待	pepr
拜会	pere
奥运会	pere
看做	pero
自动化	perq
看法	pest
看成	pevg
看出	pewa
看齐	pewp
看守	pexc
拜访	peyf
自告奋勇	pfdw
千方百计	pfhy
九	pg
重工业	pgaa
迎战	pgah
雕塑	pgbh
馗	pgbm
昏迷	pgbm
印花	pgcr
杂草	pgcr
周期	pgcs
丸	pgd
贸	pgdb
留学	pgdb
卵	pgdd
袅	pgdi
凫	pgdj
印象	pgdk
岛	pgdo
留	pgdt
孵	pgdz
遛	pgdz
丹	pge
留恋	pgea
周刊	pgea
杂交	pgeb
彤	pgep
删除	pger
乌云	pges
雕刻	pgew
迎	pgez
氏族	pgff
周旋	pgff
周年	pgfh
印度	pggc
邬	pgge
乌	pggh
氐	pghd
印	pghe
邸	pghe
氏	pghg
周末	pghm
鸱	pghn
迎面	pghp
昏	pghr
周到	pghs
丹麦	pght
乌鸦	pghw
杂	pghx
迎风	pgji
留级	pgjp
留给	pgjr
删改	pgjw
乌黑	pgkb
循序见进	pgke
周围	pgkh
杂品	pgkk
瞧见	pgkp
留意	pglr
印章	pglr
鸠	pgn
杂物	pgnd
周报	pgoe
程序控制	pgof
九龙	pgog
岛屿	pgoh
杂志	pgoh
印刷	pgoj
周折	pgoj
迎接	pgol
杂技	pgoo
周身	pgop
留神	pgor
周岁	pgox
删	pgpd
卯	pgpe
瞧	pgpe
册	pgph
杂种	pgpm
杂乱	pgpo
杂质	pgpp
旭	pgr
旮	pgr
留念	pgrd
贸易	pgrd
迎合	pgrh
反革命	pgrh
昏暗	pgrl
孵化	pgrq
杂货	pgrq
九江	pgsg
印染	pgsp
昏沉	pgst
印度洋	pgsy
雕	pgta
周	pgtk
九月	pgup
周转	pgve
周长	pgvp
杂务	pgwl
印发	pgwp
卵巢	pgww
尔	pgx
玺	pgxd
丹心	pgxd
留心	pgxd
周密	pgxd
留情	pgxh
迩	pgxz
留言	pgyd
程序设计	pgyy
册子	pgzw
重	ph
重点	phah
行政管理	phaw
秉公	phbs
和平共处	phcw
重大	phdh
重复	phfr
重庆	phgd
适可而止	phha
自下而上	phha
千百万	phhp
行政区域	phht
秘而不宣	phhx
秉	phib
重建	phie
微不足道	phkb
重型	phkd
熏	phkh
重力	phlg
重新	phlh
重物	phnd
重视	phok
重担	phor
重重	phph
重申	phra
得不偿失	phrf
重合	phrh
重量	phrh
重任	phrp
系列化	phrq
重	phrt
重油	phsk
重地	phtg
重用	phua
重心	phxd
重要	phxn
翻来覆去	phxt
重叠	phyy
系	pj
币	pja
系数	pjbm
系	pjd
系统工程	pjgp
千锤百炼	pjhh
千钧一发	pjhw
系列	pjhx
系统	pjje
后继有人	pjor
向	pk
向北	pkae
向上	pkah
奥	pkbd
粤	pkbg
兵器工业部	pkgl
向下	pkha
向来	pkhb
向东	pkhw
向	pkk
禹	pkkd
微型机	pkmj
奥妙	pknx
向左	pkog
向右	pkok
奥秘	pkpm
向后	pkpp
向往	pkpr
委员会	pkre
向量	pkrh
向导	pksc
委员长	pkvp
囱	pkwh
囟	pkwh
向西	pkxh
向着	pkym
逃	pl
脊背	plae
逃亡	plew
兆	plgd
鼗	plgy
逃	plgz
自力更生	plhf
逃跑	plka
逃避	plok
脊	plpu
逃命	plrh
兆赫	pltp
逃脱	plub
逃窜	plxk
逃走	plzh
和	pm
稚	pma
稳步	pmaa
稻	pmaj
稳妥	pman
牖	pmao
自筹	pmas
血管	pmax
稃	pmaz
秕	pmbb
积分	pmbd
税	pmbe
科普	pmbh
利益	pmbh
自首	pmbh
和数	pmbm
香料	pmbm
种类	pmbm
稗	pmbo
衅	pmbo
穆	pmbp
自白	pmbp
自卑	pmbp
稻谷	pmbr
自尊	pmby
香蕉	pmca
积蓄	pmce
季节	pmcg
香菇	pmcn
愁苦	pmco
稻草	pmcr
种花	pmcr
利落	pmcs
稀薄	pmcs
私营	pmct
和蔼	pmcy
透过	pmcz
利	pmd
科举	pmdb
科学	pmdb
秋色	pmdb
血色	pmdb
自负	pmdb
自觉	pmdb
自学	pmdb
黎	pmdd
秘	pmdd
黧	pmdh
稍为	pmdl
梨	pmdm
犁	pmdn
稂	pmdn
科	pmdo
和解	pmdu
稳	pmdx
秆	pmea
移交	pmeb
利于	pmeg
穰	pmei
稿	pmek
自豪	pmek
血迹	pmep
秋天	pmer
移动	pmes
自动	pmes
自主	pmet
利率	pmew
税率	pmew
积聚	pmey
称赞	pmfa
秩	pmfd
种族	pmff
自制	pmfh
秋收	pmga
税收	pmga
自卫	pmga
程度	pmgc
季度	pmgc
黏度	pmgc
和弦	pmge
自习	pmgl
秀	pmgp
稿费	pmgp
自费	pmgp
程序	pmgw
秩序	pmgw
透	pmgz
秋	pmh
血	pmh
自	pmh
和平	pmhb
秃顶	pmhg
秀才	pmhg
香烟	pmhk
秀丽	pmhk
秧歌	pmhk
秣	pmhm
秤	pmho
愁	pmhx
穗	pmhx
自燃	pmhx
自杀	pmih
稀	pmij
种群	pmik
秃	pmj
颓	pmjb
和约	pmjd
和风	pmji
季风	pmji
秋风	pmji
透风	pmji
黏结	pmjo
稿纸	pmjp
税金	pmjp
租金	pmjp
自给	pmjr
血缘	pmjw
自己	pmjw
和	pmk
种	pmka
积	pmkb
科员	pmkb
委员	pmkb
秧	pmkd
血型	pmkd
香味	pmke
称号	pmkh
稆	pmkk
稳固	pmko
自由	pmko
称呼	pmkp
血肉	pmkr
租	pmks
程	pmkw
自立	pmld
自力	pmlg
和亲	pmlh
自决	pmlw
臬	pmm
科目	pmma
秫	pmmd
自述	pmmd
自问	pmmk
移植	pmmo
种植	pmmo
积极	pmmp
刮目相看	pmmp
血栓	pmmr
和睦	pmmt
愁闷	pmmx
禾	pmn
委	pmn
自如	pmnk
魏	pmns
逶	pmnz
和好	pmnz
积存	pmoa
自在	pmoa
稹	pmob
禾苗	pmoc
透射	pmoc
秧苗	pmoc
和局	pmog
穑	pmoh
和声	pmoh
秸	pmok
科研	pmok
透视	pmok
自古	pmok
科协	pmol
嵇	pmoo
科技	pmoo
自居	pmoo
委托	pmop
稀饭	pmop
自身	pmop
稽	pmor
利索	pmot
私有	pmou
稀有	pmou
委屈	pmow
秽	pmox
稀释	pmpb
稠	pmpg
稳重	pmph
自重	pmph
稻种	pmpm
科委	pmpm
利息	pmpm
秋季	pmpm
稍稍	pmpm
私利	pmpm
私自	pmpm
种种	pmpm
自称	pmpm
自私	pmpm
租税	pmpm
自我	pmpo
秭	pmpp
秋后	pmpp
稍微	pmpr
透彻	pmpr
称	pmpx
臭	pmq
和气	pmqp
透气	pmqp
香气	pmqp
稚气	pmqp
香	pmr
自修	pmra
租借	pmrc
黍	pmrd
和会	pmre
自传	pmre
稳健	pmri
黏	pmrk
稞	pmrm
稿件	pmrn
私人	pmrp
委任	pmrp
租赁	pmrp
自从	pmrr
黎明	pmru
透明	pmru
馥	pmrw
稔	pmrx
自信	pmry
私	pms
秋耕	pmsa
鼻涕	pmsb
香港	pmsc
自满	pmsc
血汗	pmse
血液	pmse
自流	pmse
黏液	pmse
积水	pmsg
血清	pmsh
香油	pmsk
利润	pmsm
自治	pmss
鼻	pmta
稻田	pmta
秧田	pmta
种田	pmta
劓	pmtd
鼽	pmtg
种地	pmtg
齄	pmth
黏土	pmth
积累	pmtj
移栽	pmtm
鼾	pmto
自封	pmtt
稷	pmtw
利用	pmua
自用	pmua
租用	pmua
黏膜	pmuc
称霸	pmug
积雪	pmui
透露	pmuk
秘鲁	pmur
血腥	pmur
自愿	pmvb
自转	pmve
科长	pmvp
积压	pmvt
血压	pmvt
稀疏	pmwa
秘书	pmwg
移民	pmwh
税务	pmwl
自发	pmwp
衄	pmwt
息	pmx
稠密	pmxd
秘密	pmxd
私心	pmxd
颓然	pmxd
自然	pmxd
黏性	pmxf
积极性	pmxf
科室	pmxh
稳定	pmxh
自家	pmxh
稳当	pmxi
和尚	pmxk
利弊	pmxk
稼	pmxn
秒	pmxp
稀少	pmxp
愁容	pmxr
利害	pmxs
稍	pmxu
移	pmxx
和谐	pmyb
种差	pmyg
秘诀	pmyw
季	pmz
鼻孔	pmzg
鼻子	pmzw
稻子	pmzw
稿子	pmzw
种子	pmzw
入	pn
籴	pnbm
入学	pndb
入库	pngv
自始至终	pnhj
入口	pnka
入睡	pnmp
入射	pnoc
入手	pnop
入神	pnor
入时	pnrc
入侵	pnri
汆	pns
入场	pntg
入土	pnth
入党	pnxt
我	po
千	poa
乘	poab
乖	poab
剩	poad
乘虚	poah
千卡	poah
乘船	poaj
乘数	pobm
千米	pobm
甜菜	poca
垂	poch
舌头	podd
垂危	podv
适于	poeg
辞职	poek
迁就	poek
私有制	pofh
所有制	pofh
适度	pogc
我	pogd
适应	pogd
自古以来	pogh
鹅	pogn
壬	poh
剩下	poha
千瓦	pohg
千真万确	poho
千万	pohp
垂死	pohx
廷	pohz
辞退	poig
垂线	poje
歃	pojq
舌	pok
垂足	poka
适中	poka
刮	pokd
舔	pokd
甜	poke
甜味	poke
乱	pokg
舐	pokg
鸹	pokn
辞	poko
敌	pokw
我国	pokw
憩	pokx
适	pokz
乘机	pomj
垂直	pook
敌视	pook
千克	pook
千升	popc
乘积	popm
迁移	popm
适时	porc
剩余	pore
适合	porh
适量	porh
科技人员	pork
垂体	porm
我们	porm
印刷体	porm
敌人	porp
留有余地	port
乘法	post
所有者权益	potb
千赫	potp
迁都	potp
辞去	pots
敌军	potv
我军	potv
适用	poua
乘胜	pouf
乘车	povh
科研成果	povr
甜蜜	poxd
适当	poxi
适宜	poxk
我党	poxt
乘客	poxw
敌对	poyc
迁	poz
丿	pp
返航	ppae
质点	ppah
反比	ppbb
瓜分	ppbd
后半	ppbe
后勤	ppch
后世	ppch
殷勤	ppch
后期	ppcs
后头	ppdd
反之	ppdw
质变	ppea
反帝	ppeb
反击	ppeo
后进	ppep
所向无敌	ppep
后天	pper
反动	ppes
后方	ppfd
须知	ppfd
反复	ppfr
后生	ppft
后卫	ppga
瓞	ppgd
反应	ppgd
所以	ppgd
瓜	ppgn
反攻	ppgw
反正	ppha
后来	pphb
顺息万变	pphe
卮	pphg
后	pphk
反而	pphp
反面	pphp
后面	pphp
逅	pphz
后退	ppig
殷	ppiy
后续	ppjo
返销	ppjx
返回	ppkk
反响	ppkp
后边	pplz
质朴	ppma
后门	ppmd
反驳	ppmi
反问	ppmk
质问	ppmk
反扑	ppoa
所在	ppoa
质	ppob
反射	ppoc
反抗	ppoe
反馈	ppok
殷克	ppok
盾	ppom
反手	ppop
后手	ppop
所属	ppop
所有	ppou
自我批评	ppoy
遁	ppoz
彡	ppp
须	pppb
反向	pppk
所得	pppr
反修	ppra
后代	pprh
质量	pprh
反映	pprk
瓜果	pprm
后果	pprm
后人	pprp
后台	ppsk
反演	ppsx
质地	pptg
后者	pptp
反霸	ppug
后肢	ppuo
反转	ppve
反感	ppvh
自行车	ppvh
所长	ppvp
所	ppwj
后备	ppwt
反悔	ppxf
后悔	ppxf
反光	ppxh
须要	ppxn
反常	ppxt
反	ppy
反对	ppyc
反差	ppyg
反醒	ppyr
所谓	ppyt
返	ppyz
瓜子	ppzw
质子	ppzw
乇	pqg
得	pr
彳	pra
待业	praa
行业	praa
彼此	prab
徭	praf
征集	pram
律师	prap
微笑	prap
徙	prar
徘	pras
质量管理	praw
得分	prbd
微分	prbd
征购	prbd
徒弟	prbg
街道	prbh
微粒	prbm
微米	prbm
稀里糊涂	prbs
徨	prbw
徼	prbw
徒劳	prct
街头	prdd
很大	prdh
行为	prdl
徐州	prdp
徇	prdr
行	preg
行进	prep
彻夜	prer
德育	pres
行动	pres
往	pret
贸易市场	pret
得失	prfd
得知	prfd
御	prfe
往年	prfh
往复	prfr
征收	prga
微弱	prgl
彻底	prgp
彼	prgy
征	prha
行政	prha
徕	prhb
往来	prhb
行医	prhf
衙	prhg
得救	prhg
征求	prhg
往事	prhk
行事	prhk
得到	prhs
惩	prhx
行列	prhx
很	prin
律	prio
衔	prjg
微风	prji
微细	prjt
役	prjy
徒刑	prkd
微型	prkd
徊	prkh
徂	prks
德国	prkw
得逞	prkw
得奖	prla
惩办	prlb
得力	prlg
得意	prlr
衙门	prmd
衢	prmg
待机	prmj
微机	prmj
行驶	prmk
待查	prmr
行李	prmz
待物	prnd
很好	prnz
行礼	prog
衔接	prol
待人接物	pron
徒手	prop
徽	prow
微	prow
徵	prow
德	prox
贸易协定	prox
所作所为	prpd
径向	prpk
循	prpm
行程	prpm
征稿	prpm
征税	prpm
往返	prpp
往后	prpp
德行	prpr
徘徊	prpr
往往	prpr
微微	prpr
行径	prpr
徐徐	prpr
征得	prpr
徭役	prpr
彻	prqd
往日	prra
得	prrc
征途	prre
行星	prrf
衡量	prrh
微量	prrh
行使	prrh
待遇	prrk
得体	prrm
行人	prrp
徐	prrx
得罪	prsa
衍	prsg
微波	prsg
惩治	prss
愆	prsx
惩罚	prsy
待	prtc
街	prtg
行军	prtv
征服	prue
得胜	pruf
衡	prug
行车	prvh
微软	prvq
惩处	prwa
得出	prwa
径	prwg
循环	prwh
後	prww
很小	prxg
微小	prxg
径赛	prxh
行家	prxh
行情	prxh
御寒	prxh
得当	prxi
徜	prxk
很少	prxp
往常	prxt
待客	prxw
很多	prxx
徉	pry
微观	pryk
徒	prz
行走	przh
么	ps
么	psd
自治区	pshi
顺水推舟	psoa
睾丸	pspg
睾	psto
丢	pt
丢失	ptfd
丢掉	ptoa
丢人	ptrp
丢	pts
丢脸	ptur
乌鲁木齐市	pume
乌鲁木齐	pumw
后顾之忧	pvdx
及	pw
及其	pwcs
乐句	pwdk
枭	pwdm
乐于	pweg
追击	pweo
追随	pweo
乐队	pwer
追求	pwhg
阜	pwho
追逐	pwhp
及至	pwhs
追	pwhz
追踪	pwka
乐曲	pwkc
乐园	pwke
乐器	pwkk
追加	pwlk
乐意	pwlr
乐章	pwlr
追问	pwmk
追查	pwmr
及格	pwmw
及	pwn
乐段	pwpa
及时	pwrc
及早	pwro
胤	pwsg
追肥	pwub
秘书长	pwvp
微处理机	pwwm
乐	pwx
追悼	pwxa
追究	pwxp
乐观	pwyk
乐趣	pwze
追赶	pwze
自然科学	pxpd
积少成多	pxvx
重要性	pxxf
去	q
狮	qa
狮	qapj
狮子	qazw
氛	qb
狴	qbbt
氛	qbdg
狈	qbpd
猫	qc
猎取	qcey
猎	qchr
獾	qcka
猎物	qcnd
猎人	qcrp
猫	qctp
切	qd
切点	qdah
切断	qdbm
獠	qdbx
切除	qder
切	qdgp
猗	qdhg
狰	qdig
狼	qdin
切线	qdje
切忌	qdjx
切口	qdka
切开	qdkh
狗	qdkp
切身	qdop
切片	qdpa
狼狈	qdqb
气象台	qdsk
狍	qdsp
獬	qdun
切实	qdxd
切割	qdxs
切削	qdxu
氦	qe
犴	qeap
狡	qebi
狡猾	qeqk
猝	qero
氦	qewr
犯	qg
犯规	qger
犯	qggp
氟	qgpa
狒	qgpa
氖	qgpg
犷	qgpp
猕	qgpx
犯人	qgrp
犯罪	qgsa
犯法	qgst
七	qh
氩	qhah
狭	qhbd
猜疑	qhbf
狭义	qhdi
狭隘	qheb
七	qhg
氮	qhhg
七一	qhhh
獭	qhkb
猜想	qhmm
狨	qhod
狄	qhpn
犬	qhpn
氮气	qhqp
氰化	qhrq
猜测	qhsb
猜	qhtu
氰	qhtu
氮肥	qhub
七月	qhup
狭长	qhvp
狭窄	qhxf
狭小	qhxg
猜谜	qhyb
逖	qhzp
狠	qi
狠	qign
狠毒	qiht
狠狠	qiqi
狠心	qixd
猊	qjep
狂风暴雨	qjru
猾	qk
氤	qkdh
狭路相逢	qkmw
狙	qksp
猾	qkwu
獍	qlre
獐	qlro
犸	qmph
猹	qmrh
犹	qo
七手八脚	qobu
氙	qoga
犹	qogd
氪	qoke
猢	qoku
犹如	qonk
切身利益	qopb
气势汹汹	qoss
犹豫	qowd
气	qp
氚	qpaa
氘	qpag
气管	qpax
气魄	qpbb
气节	qpcg
气色	qpdb
气态	qpdd
气象	qpdk
气动	qpes
氕	qpg
欠	qpgp
犭	qpgp
犰	qpgp
气焰	qphd
气	qphh
獯	qphh
气味	qpke
气喘	qpko
气力	qplg
猁	qpmd
气门	qpmd
气概	qpmi
气阀	qpmr
气馁	qpoa
气垫	qpop
气势	qpop
气息	qppm
狐	qppn
气质	qppp
气氛	qpqb
狐狸	qpqr
气候	qpra
气量	qprh
气体	qprm
气化	qprq
气泡	qpsd
气流	qpse
气派	qpsp
气温	qpsr
气压	qpvt
气球	qpwh
气恼	qpxe
气愤	qpxo
气孔	qpzg
狼狈不堪	qqht
飙	qqqi
猴	qr
狎	qrap
猞	qrek
狯	qres
狳	qrex
猩	qrft
猃	qrhh
氲	qrmg
猓	qrmp
猩猩	qrqr
猖獗	qrqv
猖狂	qrqw
猖	qrrp
狸	qrtp
狷	qrup
猴	qrwd
猴子	qrzw
狻	qsbw
狁	qsep
猡	qsxp
猪	qt
猥	qthn
猿	qtki
